activity,130 lb,155 lb,180 lb,205 lb,Calories per kg,avg_calories,calories_per_130lb,calories_per_155lb,calories_per_180lb,calories_per_205lb,intensity,activity_type,normalized_calories_per_kg,estimated_met
Raking lawn (var 74),249.57,343.24,344.82,355.89,0.93,371.27,259.49,335.26,339.99,406.46,Unknown,Other,0.15,4.91
Tai chi (var 63),246.4,273.19,371.71,323.84,0.83,292.7,216.34,245.46,332.05,318.71,Unknown,Other,0.17,3.91
Horseshoe pitching (var 60),174.68,223.33,228.22,314.38,0.56,257.03,155.85,219.33,249.59,254.77,Unknown,Other,0.09,2.92
Carrying heavy loads (var 24),450.95,599.12,698.91,638.34,1.47,526.87,486.11,599.89,751.06,693.25,Unknown,Other,0.43,8.11
Wallyball (var 91),418.48,514.23,596.7,553.95,1.29,513.34,359.81,437.66,540.73,693.88,Unknown,Other,0.36,6.8
"Softball, officiating (var 74)",244.21,248.37,345.04,356.17,0.82,344.39,212.37,320.89,289.35,420.58,Unknown,Other,0.15,4.38
"Boxing, sparring (var 63)",600.28,614.0,729.23,912.46,1.67,740.19,535.41,591.85,720.03,892.9,Unknown,Other,0.46,9.72
Skateboarding (var 7),254.54,312.4,348.59,433.88,1.02,343.75,328.39,391.14,359.08,414.83,Unknown,Other,0.19,5.25
"Sailing, competition (var 4)",292.91,342.16,465.01,411.85,1.14,325.28,280.62,361.13,442.72,446.25,Unknown,Other,0.18,5.2
"Hockey, ice hockey (var 97)",520.93,613.01,729.28,801.78,1.46,582.69,464.61,585.89,695.34,739.47,Unknown,Other,0.35,8.01
"Frisbee playing, general (var 5)",166.39,203.09,219.74,295.35,0.63,212.25,153.56,241.61,267.26,290.48,Unknown,Other,0.1,3.26
"Carrying infant, upstairs (var 30)",335.11,340.88,387.6,412.31,1.08,362.43,258.54,387.19,357.46,508.83,Unknown,Other,0.23,4.86
"Cycling, mountain bike, bmx (var 76)",484.78,656.8,671.31,884.47,1.86,653.8,451.44,673.24,729.32,713.05,Unknown,Cardio,0.43,8.94
"Horseback riding, walking (var 1)",140.21,191.13,186.1,232.56,0.49,213.05,131.66,183.51,228.05,213.63,Unknown,Other,0.06,2.65
Lacrosse (var 79),488.44,502.81,560.42,754.5,1.56,692.87,447.36,537.95,663.59,716.29,Unknown,Other,0.4,8.64
"Calisthenics, light (var 53)",196.59,225.0,248.7,308.47,0.72,272.76,230.74,244.15,267.25,365.27,Low,Strength,0.12,3.32
"Running, on a track, team practice (var 90)",575.84,627.19,814.74,810.56,1.95,655.7,503.3,659.21,763.99,820.71,Unknown,Cardio,0.57,11.0
"Calisthenics, light (var 16)",215.57,277.55,302.08,331.99,0.75,227.09,196.71,259.62,273.72,312.35,Low,Strength,0.11,3.95
"Football, touch, flag, general (var 66)",453.44,633.58,572.64,728.6,1.82,567.12,448.94,604.23,589.22,727.45,Unknown,Other,0.34,9.64
"Mowing lawn, walk, power mower (var 25)",351.73,359.91,509.61,555.03,0.99,421.63,303.63,428.04,391.61,516.56,Unknown,Other,0.25,5.45
"Surfing, body surfing or board surfing (var 55)",185.33,211.15,235.29,306.76,0.7,255.22,178.39,196.68,225.02,255.96,Unknown,Other,0.09,3.15
"Cross country skiing, uphill (var 37)",843.14,1220.53,1390.96,1636.19,3.45,1068.43,868.21,1329.83,1431.72,1474.77,Unknown,Other,1.0,19.86
"Diving, springboard or platform (var 58)",161.54,190.37,269.05,317.88,0.59,252.84,181.55,216.47,253.48,256.73,Unknown,Other,0.08,3.55
"Stationary cycling, very vigorous (var 11)",791.06,854.57,1110.98,1146.17,2.83,971.72,741.92,968.2,1060.17,1309.7,High,Cardio,0.61,14.33
"Running, cross country (var 26)",511.92,639.68,755.95,816.16,1.75,654.03,487.93,562.41,748.85,759.53,Unknown,Cardio,0.51,10.09
"Soccer, competitive (var 94)",631.24,641.24,818.35,1051.39,2.24,710.46,602.7,789.34,842.88,869.27,Unknown,Other,0.52,9.85
Swimming sidestroke (var 62),415.91,590.43,639.53,660.57,1.78,623.96,464.85,592.22,604.2,783.98,Unknown,Other,0.35,8.49
"Ice skating, average speed (var 61)",370.76,438.75,506.69,573.76,1.43,606.91,449.36,524.22,623.42,621.95,Unknown,Other,0.36,8.49
"Mowing lawn, riding mower (var 69)",152.93,194.89,194.23,251.41,0.51,197.85,165.14,162.35,224.76,209.33,Unknown,Other,0.07,2.59
"Carrying 25 to 49 lbs, upstairs (var 34)",424.81,498.33,707.67,676.55,1.7,660.98,426.98,550.8,665.12,775.85,Unknown,Other,0.34,8.08
"Running, cross country (var 51)",522.38,637.46,688.6,838.43,1.98,595.1,561.82,631.95,731.71,895.09,Unknown,Cardio,0.5,9.53
"Running, general (var 76)",532.82,546.98,714.12,732.65,1.59,655.02,503.25,550.79,649.09,809.3,Unknown,Cardio,0.42,8.25
"Whitewater rafting, kayaking, canoeing (var 3)",333.86,346.47,385.35,464.95,1.06,330.33,308.0,340.02,347.71,523.45,Unknown,Other,0.2,5.97
"Aerobics, high impact (var 29)",422.74,532.29,499.65,681.36,1.28,461.37,463.79,556.21,646.01,683.8,High,Cardio,0.32,7.36
"Cricket (batting, bowling) (var 75)",313.42,351.03,368.35,498.57,0.91,331.75,299.35,350.04,441.77,520.05,Unknown,Other,0.24,5.83
"Rock climbing, mountain climbing (var 24)",430.91,586.95,609.33,661.88,1.41,582.47,436.38,561.72,739.21,788.52,Unknown,Other,0.43,9.46
"Rowing machine, vigorous (var 88)",454.36,594.7,764.31,839.56,1.97,609.3,489.16,602.71,725.69,858.51,High,Cardio,0.45,10.45
"Stationary cycling, moderate (var 82)",437.05,485.08,507.39,657.97,1.52,484.11,456.2,465.63,500.52,595.96,Moderate,Cardio,0.35,8.13
"Ice skating, < 9 mph (var 35)",298.78,403.99,451.5,583.39,1.27,452.28,311.11,437.29,505.38,458.27,Unknown,Other,0.27,5.51
"Sledding, tobagganing, luge (var 63)",438.6,467.84,633.5,562.62,1.43,597.45,356.43,439.13,534.26,691.99,Unknown,Other,0.37,7.53
"Swimming, treading water, fast, vigorous (var 6)",575.74,605.73,829.46,1043.6,1.81,719.71,609.75,674.84,770.54,897.6,High,Other,0.59,10.7
"Cross country snow skiing, slow (var 96)",455.24,430.7,653.31,594.68,1.31,494.29,468.94,515.21,519.72,636.05,Low,Other,0.31,7.72
"Snow skiing, downhill skiing, light (var 27)",310.33,307.33,455.63,434.15,0.91,436.27,275.97,341.48,446.28,478.32,Low,Other,0.2,5.47
"Stationary cycling, moderate (var 96)",465.44,497.19,529.69,669.38,1.38,590.05,395.01,456.23,643.3,587.52,Moderate,Cardio,0.37,6.88
Gymnastics (var 50),201.03,320.84,315.39,354.53,0.92,330.92,201.28,316.52,294.86,355.67,Unknown,Other,0.17,4.53
"Golf, using power cart (var 98)",186.68,215.33,299.2,301.05,0.65,233.43,234.48,246.68,288.91,308.21,Unknown,Other,0.13,4.19
Sky diving (var 94),162.48,206.7,261.38,308.3,0.69,249.0,181.25,227.52,238.41,264.52,Unknown,Other,0.1,3.51
"Mowing lawn, riding mower (var 52)",131.58,183.88,216.47,226.1,0.55,196.03,157.65,188.54,202.51,264.02,Unknown,Other,0.05,2.74
Stair machine (var 12),497.05,646.76,775.54,837.69,1.74,643.3,452.07,549.41,841.61,899.82,Unknown,Other,0.46,11.1
"Crew, sculling, rowing, competition (var 75)",684.05,880.88,847.53,1037.79,2.67,973.56,746.3,954.92,866.71,1165.42,Unknown,Cardio,0.65,14.47
Snow shoeing (var 59),459.54,487.47,746.85,736.61,1.46,566.33,541.57,524.41,739.81,798.76,Unknown,Other,0.39,7.91
Softball or baseball (var 9),310.55,401.88,367.55,410.84,1.01,363.19,316.46,316.95,443.04,481.58,Unknown,Other,0.19,5.19
Horseshoe pitching (var 13),176.25,228.15,271.05,308.96,0.58,241.84,194.72,229.54,264.0,270.34,Unknown,Other,0.08,3.56
Walking 4.5 mph (var 20),356.5,398.71,452.24,659.97,1.41,421.44,404.16,398.94,537.41,498.76,Unknown,Other,0.32,7.57
"Swimming, treading water, moderate (var 71)",265.1,267.71,340.84,414.23,0.92,340.54,209.0,275.24,354.5,419.85,Moderate,Other,0.15,4.63
Bird watching (var 15),138.28,162.42,175.7,225.1,0.55,211.07,162.23,150.72,202.23,226.51,Unknown,Other,0.05,2.81
Wallyball (var 84),389.64,486.65,620.02,663.4,1.45,608.66,389.66,454.94,571.0,707.2,Unknown,Other,0.35,7.38
Unicycling (var 55),333.9,372.27,467.21,527.26,0.89,367.44,339.06,391.26,466.31,458.26,Unknown,Cardio,0.24,4.78
"Walk / run, playing with animals (var 39)",248.53,265.9,283.75,424.86,0.79,329.26,235.26,301.73,343.45,329.35,Unknown,Other,0.15,4.66
"Sailing, competition (var 78)",270.86,330.65,462.26,483.29,0.9,362.71,275.52,332.69,370.97,500.94,Unknown,Other,0.21,5.86
"Downhill snow skiing, racing (var 13)",470.19,601.45,673.99,644.89,1.65,696.31,424.99,595.44,581.56,700.77,High,Other,0.37,7.48
"Running, on a track, team practice (var 73)",520.13,641.22,744.83,935.88,1.97,730.14,655.42,707.45,867.15,809.53,Unknown,Cardio,0.46,9.35
"Walk/run, playing with children, vigorous (var 86)",326.68,344.84,452.66,429.5,1.15,364.56,258.21,389.25,385.79,507.4,High,Other,0.21,6.07
"Aerobics, step aerobics (var 34)",446.11,510.13,598.71,891.89,1.8,560.08,466.68,548.29,624.77,850.9,Unknown,Cardio,0.45,7.93
"Cross country skiing, moderate (var 34)",440.41,610.92,711.49,694.15,1.45,517.36,488.54,599.12,648.01,824.71,Moderate,Other,0.34,9.84
"Track and field (shot, discus) (var 38)",238.38,281.95,360.26,329.71,0.88,260.03,200.68,249.97,288.64,381.69,Unknown,Other,0.14,4.02
"Jumping rope, fast (var 96)",686.78,820.35,1007.29,1240.1,2.25,850.02,782.44,929.07,1042.48,1219.33,High,Other,0.7,12.48
Water jogging (var 46),529.04,625.28,724.1,785.2,1.46,651.56,455.3,522.77,654.59,778.73,Unknown,Other,0.41,7.91
"Swimming leisurely, not laps (var 91)",322.33,481.69,514.99,626.15,1.28,516.84,354.24,401.3,446.95,561.3,Low,Other,0.31,6.17
Gymnastics (var 56),250.32,254.32,375.56,417.37,0.88,262.64,207.05,258.25,345.3,385.27,Unknown,Other,0.14,4.88
Archery (var 93),183.84,238.43,298.9,367.01,0.78,235.34,206.91,238.39,247.51,294.47,Unknown,Other,0.13,3.87
"Swimming leisurely, not laps (var 13)",386.03,409.03,474.04,591.72,1.13,393.87,308.45,476.36,518.02,624.88,Low,Other,0.27,6.75
"Rock climbing, mountain climbing (var 28)",409.38,557.08,700.34,806.09,1.86,620.41,441.88,532.15,733.7,672.76,Unknown,Other,0.4,9.51
Walking 2.5 mph (var 76),187.27,214.89,263.81,295.23,0.58,227.01,195.5,198.41,224.81,295.79,Unknown,Other,0.1,3.49
"Climbing hills, carrying 10 to 20 lb (var 79)",418.09,596.63,667.83,748.16,1.44,501.83,405.25,520.2,621.35,796.14,Unknown,Other,0.41,7.34
Water jogging (var 48),401.72,501.41,615.54,797.46,1.55,587.1,534.21,540.29,593.8,850.23,Unknown,Other,0.45,9.7
"Tennis, singles (var 36)",416.83,594.59,578.05,718.3,1.63,662.73,438.57,640.98,679.28,795.63,Unknown,Other,0.44,7.7
"Weeding, cultivating garden (var 31)",278.25,356.87,405.79,363.33,0.86,387.11,277.48,275.43,328.54,397.94,Unknown,Other,0.18,5.39
"Running, stairs, up (var 33)",945.16,1191.65,1204.57,1320.13,2.74,978.5,991.48,1184.28,1280.25,1317.58,Unknown,Cardio,0.76,14.2
Jai alai (var 29),768.26,813.17,885.22,1255.35,2.29,881.38,798.6,805.36,963.04,1160.08,Unknown,Other,0.66,12.15
"Weight lifting, body building, vigorous (var 5)",377.81,409.16,485.88,638.35,1.4,400.23,401.98,395.36,443.09,483.16,High,Strength,0.23,5.83
"Horse racing, galloping (var 56)",483.58,615.86,704.91,745.23,1.68,529.51,408.03,582.54,704.88,683.71,High,Other,0.45,8.11
"Sledding, tobagganing, luge (var 57)",415.3,457.17,568.62,570.24,1.35,479.84,440.91,524.99,518.89,679.65,Unknown,Other,0.29,7.06
Fencing (var 97),405.95,437.62,558.68,615.03,1.17,457.94,365.86,450.46,526.89,550.37,Unknown,Other,0.29,5.71
Horseshoe pitching (var 9),164.0,235.15,227.03,288.47,0.57,252.55,165.06,191.55,260.68,243.41,Unknown,Other,0.09,3.23
"Table tennis, ping pong (var 93)",248.25,305.64,365.65,370.2,0.83,278.29,226.45,298.52,307.86,379.11,Unknown,Other,0.17,3.99
Health club exercise (var 67),347.55,423.57,419.74,567.02,1.03,356.31,286.35,377.79,512.4,542.06,Unknown,Other,0.23,6.78
Playing volleyball (var 67),182.72,205.63,258.9,301.02,0.61,243.94,189.25,223.42,231.46,285.32,Unknown,Other,0.08,3.2
Swimming butterfly (var 50),650.72,681.72,870.21,1058.93,2.29,936.23,567.42,878.89,948.39,977.86,Unknown,Other,0.59,11.8
"Golf, miniature golf (var 75)",167.28,188.71,254.93,255.06,0.71,194.58,156.94,235.4,276.15,313.1,Unknown,Other,0.1,3.34
"Running, cross country (var 85)",588.09,712.74,743.45,908.51,1.79,642.74,605.97,624.3,773.51,769.96,Unknown,Cardio,0.52,9.15
"Skin diving, fast (var 6)",832.83,1161.1,1286.36,1651.23,3.67,1172.52,896.78,1172.39,1218.59,1343.99,High,Other,0.83,16.11
"Downhill snow skiing, racing (var 45)",476.4,643.45,717.68,667.81,1.67,541.81,504.18,559.13,614.4,839.06,High,Other,0.39,8.82
"Rowing machine, vigorous (var 5)",502.65,554.52,742.51,701.69,1.86,558.82,429.91,575.15,641.18,688.03,High,Cardio,0.46,9.82
"Skiing, water skiing (var 20)",388.23,432.74,481.93,538.34,1.37,399.39,406.34,409.49,548.42,586.61,Unknown,Other,0.25,6.11
"Crew, sculling, rowing, competition (var 51)",608.64,787.72,921.36,956.05,2.42,856.34,613.37,763.87,952.07,1116.13,Unknown,Cardio,0.58,14.4
Jazzercise (var 73),378.56,417.24,452.8,505.93,1.35,470.52,358.56,437.55,419.83,487.6,Unknown,Other,0.26,7.1
"Sit, playing with animals (var 38)",133.78,200.5,208.65,262.16,0.47,182.7,165.58,169.79,207.82,221.62,Unknown,Other,0.06,3.11
"Rowing machine, light (var 18)",227.9,230.91,243.99,342.52,0.77,248.79,186.18,258.37,259.87,354.87,Low,Cardio,0.11,4.16
"Cycling, 10-11.9 mph, light (var 3)",325.28,441.19,490.43,605.42,1.35,432.06,363.72,462.12,514.81,534.5,Low,Cardio,0.25,5.63
"Riding a horse, general (var 11)",215.73,258.72,312.4,385.23,0.79,304.37,219.73,257.48,334.81,417.1,Unknown,Other,0.15,4.11
"Ballet, twist, jazz, tap (var 88)",241.55,269.52,314.32,420.57,1.03,339.71,228.98,297.87,401.9,468.32,Unknown,Other,0.17,4.49
"Ballet, twist, jazz, tap (var 14)",286.56,350.51,347.06,443.05,0.86,347.91,244.66,362.8,357.62,411.21,Unknown,Other,0.2,5.5
"Children's games, hopscotch, dodgeball (var 68)",336.77,342.96,389.15,478.41,0.92,326.74,293.81,401.18,435.92,488.54,Unknown,Other,0.21,5.51
"Swimming laps, freestyle, fast (var 37)",653.5,757.96,898.58,851.47,2.28,775.07,502.72,729.17,718.3,875.31,High,Other,0.47,11.18
"Boxing, sparring (var 30)",505.92,613.3,695.95,953.64,1.92,660.43,489.89,569.49,823.45,949.6,Unknown,Other,0.48,8.79
Walking 4.5 mph (var 8),406.58,420.83,470.03,639.77,1.18,533.99,397.29,502.3,484.51,572.18,Unknown,Other,0.3,6.39
"Table tennis, ping pong (var 53)",216.97,318.34,366.6,418.25,0.78,271.64,234.42,296.99,343.29,410.72,Unknown,Other,0.16,4.52
"Swimming leisurely, not laps (var 79)",366.5,391.66,485.85,478.52,1.32,510.28,349.17,459.7,506.79,557.06,Low,Other,0.31,7.01
Squash (var 29),707.52,960.72,933.75,1102.68,2.59,909.76,795.81,765.29,1094.32,999.81,Unknown,Other,0.71,13.09
"Horse grooming, moderate (var 4)",349.31,371.74,490.17,508.43,1.13,425.32,318.69,411.25,552.18,561.59,Moderate,Other,0.23,5.64
"Climbing hills, carrying 21 to 42 lb (var 67)",500.25,630.01,626.45,679.32,1.43,620.73,478.86,499.49,688.22,826.57,Unknown,Other,0.44,9.7
"Ice skating, average speed (var 53)",419.8,466.35,527.42,615.01,1.58,598.29,376.48,534.59,560.89,627.91,Unknown,Other,0.29,6.54
"Softball, pitching (var 62)",390.9,376.74,529.64,569.3,1.07,520.39,399.07,439.76,492.6,480.91,Unknown,Other,0.24,5.58
"Carrying 25 to 49 lbs, upstairs (var 95)",541.9,617.02,590.34,753.9,1.6,548.77,520.84,531.59,681.5,840.85,Unknown,Other,0.41,9.04
Roller skating (var 72),367.92,501.45,560.12,633.09,1.53,516.99,427.84,444.89,498.92,661.8,Unknown,Other,0.29,8.69
Shoveling snow by hand (var 76),324.35,403.05,561.43,535.95,1.13,445.45,355.08,394.13,516.81,577.81,Unknown,Other,0.24,6.34
"Rowing machine, very vigorous (var 46)",759.4,762.7,884.23,1144.5,2.7,988.21,811.55,829.58,941.02,985.1,High,Cardio,0.57,13.15
"Walking 4.0 mph, very brisk (var 72)",316.43,401.41,437.3,475.37,1.1,331.17,269.99,323.12,372.63,396.01,Unknown,Other,0.21,5.95
"Cleaning, dusting (var 67)",169.56,156.34,186.6,246.82,0.55,164.09,150.83,151.83,194.92,217.64,Unknown,Other,0.07,2.7
Paddle boat (var 21),260.88,305.67,301.0,373.63,0.73,327.16,252.81,286.43,301.3,349.72,Unknown,Other,0.16,3.88
"Paddleball, competitive (var 88)",517.84,660.8,695.27,796.18,2.16,701.42,602.38,750.87,756.95,1010.27,Unknown,Other,0.58,10.39
"Swimming, treading water, moderate (var 17)",250.51,280.24,326.12,410.7,0.8,265.15,229.61,313.07,337.26,401.77,Moderate,Other,0.17,3.95
Softball or baseball (var 56),272.6,317.63,441.9,482.5,1.14,383.67,279.71,347.31,376.73,487.18,Unknown,Other,0.21,5.78
Walking 4.5 mph (var 38),367.85,386.81,524.92,631.28,1.31,448.28,413.54,401.14,452.65,648.89,Unknown,Other,0.28,7.09
"Swimming, treading water, fast, vigorous (var 24)",624.38,788.92,924.01,814.3,1.84,648.94,580.67,598.76,761.02,987.94,High,Other,0.48,11.13
Fencing (var 70),335.76,438.75,516.21,519.85,1.14,446.91,320.71,364.98,423.5,568.71,Unknown,Other,0.25,6.74
"Skiing, water skiing (var 89)",368.79,451.47,468.22,549.81,1.25,436.5,349.22,385.93,518.99,555.78,Unknown,Other,0.31,6.84
Carrying moderate loads upstairs (var 65),419.69,505.54,614.49,641.66,1.63,626.9,431.4,584.01,699.66,677.39,Moderate,Other,0.35,7.44
Bowling (var 63),185.41,227.34,219.35,297.37,0.57,200.83,190.81,180.05,256.28,312.27,Unknown,Other,0.1,3.11
Mild stretching (var 64),132.77,193.79,184.27,231.21,0.52,204.38,142.11,175.37,205.74,221.48,Low,Flexibility,0.06,3.01
"Swimming leisurely, not laps (var 57)",376.97,453.75,533.76,555.77,1.39,396.36,314.11,411.22,481.67,486.46,Low,Other,0.3,6.46
"Stretching, hatha yoga (var 83)",237.94,258.3,365.85,336.39,0.87,277.78,265.39,238.97,311.63,353.67,Unknown,Flexibility,0.13,3.93
"Running, 7 mph (8.5 min mile) (var 44)",736.8,857.0,858.19,1114.07,2.29,913.82,709.45,761.49,888.56,1132.61,Unknown,Cardio,0.67,11.13
Water polo (var 37),546.73,785.85,781.21,824.98,2.36,806.28,593.26,796.47,938.44,987.86,Unknown,Other,0.55,9.82
"Hockey, ice hockey (var 88)",402.45,547.0,709.38,641.98,1.84,585.23,490.74,625.67,605.88,804.73,Unknown,Other,0.39,8.03
"Canoeing, camping trip (var 27)",249.66,296.36,343.55,328.68,0.82,337.77,248.08,318.97,371.77,317.74,Unknown,Other,0.16,4.57
"Running, 10.9 mph (5.5 min mile) (var 37)",992.48,1406.02,1357.05,1905.78,4.03,1206.2,997.15,1240.44,1355.32,1506.97,Unknown,Cardio,0.94,17.35
Juggling (var 82),214.56,314.26,332.86,415.2,0.9,305.76,204.81,252.67,290.84,359.24,Unknown,Other,0.15,4.73
Ski machine (var 40),471.79,496.63,537.63,593.53,1.42,574.62,447.92,460.92,597.4,647.06,Unknown,Other,0.34,7.5
"Running, 10 mph (6 min mile) (var 29)",848.67,982.55,1491.36,1694.01,3.05,1349.8,1081.75,1054.03,1320.69,1658.26,Unknown,Cardio,0.77,16.6
"Basketball, wheelchair (var 62)",387.43,423.09,581.99,613.58,1.43,476.45,375.11,442.89,546.56,689.39,Unknown,Other,0.35,7.49
"Walking, under 2.0 mph, very slow (var 5)",107.45,133.9,152.59,167.34,0.42,168.74,130.69,119.99,186.8,162.98,Low,Other,0.03,1.85
"Horseback riding, walking (var 4)",163.69,190.06,194.91,259.65,0.45,178.26,136.96,175.08,180.12,212.13,Unknown,Other,0.06,2.54
"Running, cross country (var 42)",558.47,610.8,819.86,848.06,1.68,669.27,521.7,605.6,792.61,828.93,Unknown,Cardio,0.41,10.18
"Rock climbing, rappelling (var 40)",457.04,557.77,558.39,689.48,1.49,583.69,488.97,582.19,709.11,659.06,Unknown,Other,0.42,9.59
"Football, competitive (var 24)",586.49,584.81,807.88,838.0,2.09,692.84,477.85,717.71,635.75,804.27,Unknown,Other,0.51,10.1
Carrying small children (var 7),164.19,195.57,270.72,301.68,0.7,218.5,170.17,190.2,231.06,246.69,Unknown,Other,0.09,3.11
Snow shoeing (var 52),516.64,578.51,733.24,848.92,1.58,529.62,521.73,491.97,723.28,846.31,Unknown,Other,0.44,7.79
Snowmobiling (var 2),193.87,214.37,245.22,285.87,0.68,285.06,201.68,278.62,275.29,368.53,Unknown,Other,0.13,3.37
"Jumping rope, slow (var 82)",474.13,516.29,564.84,840.54,1.8,548.43,424.98,494.14,589.18,781.26,Low,Other,0.42,7.7
"Cross country skiing, racing (var 69)",854.81,1067.32,990.2,1478.4,2.92,1056.42,909.03,1039.33,1288.89,1305.93,High,Other,0.68,16.84
"Aerobics, step aerobics (var 48)",483.51,625.31,741.83,723.25,1.91,703.26,456.13,646.88,708.34,873.38,Unknown,Cardio,0.48,8.47
"Playing basketball, non game (var 34)",305.59,467.06,470.5,562.1,1.2,479.14,325.86,484.59,480.18,549.65,Unknown,Other,0.3,6.93
"Sit, playing with animals (var 68)",138.63,163.44,223.13,241.93,0.53,201.55,152.73,154.73,185.02,263.19,Unknown,Other,0.06,2.67
"Running, training, pushing wheelchair (var 95)",449.11,506.78,578.66,851.61,1.61,542.4,481.03,563.86,650.82,781.38,Unknown,Cardio,0.34,9.15
Lacrosse (var 63),421.5,516.78,732.35,678.08,1.44,641.79,444.56,629.62,565.41,639.37,Unknown,Other,0.43,9.82
"Mowing lawn, riding mower (var 80)",162.74,189.19,181.42,253.28,0.52,202.0,153.24,197.2,231.36,215.15,Unknown,Other,0.06,2.42
Roller skating (var 32),455.53,487.27,610.67,671.84,1.48,592.35,351.91,482.86,486.23,665.71,Unknown,Other,0.35,8.01
Paddle boat (var 97),236.86,255.28,299.15,406.75,0.86,299.6,235.22,318.49,308.0,344.68,Unknown,Other,0.14,3.91
"Running, 9 mph (6.5 min mile) (var 36)",1002.41,1089.57,1243.8,1568.27,3.22,1039.11,799.51,1137.45,1149.99,1211.37,Unknown,Cardio,0.79,15.12
"Boxing, in ring (var 44)",678.72,862.92,1099.97,1088.65,2.55,873.96,669.19,850.76,903.28,1221.12,Unknown,Other,0.58,12.97
"Crew, sculling, rowing, competition (var 44)",660.14,924.54,1056.86,971.24,2.45,778.89,722.42,877.87,922.3,1173.61,Unknown,Cardio,0.6,11.38
"Skin diving, scuba diving (var 53)",388.16,427.42,511.83,727.09,1.57,582.31,474.16,513.92,509.87,619.2,Unknown,Other,0.38,8.5
"Mowing lawn, walk, power mower (var 14)",332.16,385.95,431.7,448.13,1.25,380.65,326.43,372.87,514.25,471.24,Unknown,Other,0.24,6.73
"Cross country skiing, vigorous (var 54)",518.34,676.07,723.11,804.67,1.79,626.9,573.7,675.79,793.1,901.83,High,Other,0.52,10.68
"Cycling, 16-19 mph, very fast, racing (var 48)",630.13,905.11,1022.63,1073.67,2.69,876.39,669.63,816.94,1064.49,1040.35,High,Cardio,0.58,11.53
Instructing aerobic class (var 86),376.35,385.8,517.2,528.17,1.21,433.07,317.43,414.1,510.21,495.63,Unknown,Other,0.31,6.99
Mild stretching (var 85),136.61,187.53,191.49,245.68,0.59,195.8,139.6,178.04,210.28,229.71,Low,Flexibility,0.06,2.66
Lacrosse (var 38),470.38,633.12,713.02,634.48,1.61,601.46,478.17,536.4,607.93,833.07,Unknown,Other,0.38,8.44
"Walking 3.0 mph, moderate (var 67)",209.61,243.11,264.86,293.85,0.59,225.87,189.71,240.59,293.16,304.81,Moderate,Other,0.11,3.19
"Running, 8.6 mph (7 min mile) (var 21)",904.49,929.98,1238.69,1310.89,2.74,1207.66,902.31,986.75,1145.17,1230.43,Unknown,Cardio,0.65,13.8
Badminton (var 84),281.59,270.4,375.57,372.27,1.03,336.34,289.55,300.59,329.66,469.71,Unknown,Other,0.21,4.78
"Coaching: football, basketball, soccer… (var 67)",267.01,292.43,346.54,404.71,0.93,333.84,236.88,310.2,293.03,330.35,Unknown,Other,0.13,4.89
"Stationary cycling, light (var 15)",292.52,354.24,487.55,436.95,0.98,432.21,350.79,335.01,384.69,500.16,Low,Cardio,0.27,6.8
"Teach physical education,exercise class (var 77)",227.27,300.69,345.1,425.73,0.89,320.08,235.38,266.74,356.94,390.46,Unknown,Other,0.14,3.7
"Snow skiing, downhill skiing, light (var 89)",253.47,377.53,442.14,441.11,1.15,343.97,272.06,398.2,415.41,529.89,Low,Other,0.2,4.89
"Tennis, doubles (var 20)",405.82,480.23,492.57,624.1,1.17,437.27,310.36,480.62,467.94,612.68,Unknown,Other,0.27,7.04
Playing volleyball (var 30),190.97,212.85,256.69,255.27,0.57,203.66,183.8,194.55,251.58,245.78,Unknown,Other,0.09,3.3
Walking downstairs (var 95),202.99,231.94,256.81,274.73,0.56,216.62,152.37,203.12,240.27,310.87,Unknown,Other,0.09,3.21
"Marching, rapidly, military (var 67)",395.89,451.31,597.64,573.2,1.16,489.25,394.27,513.55,503.95,594.74,Unknown,Other,0.34,6.26
"Volleyball, beach (var 89)",504.9,590.69,640.29,695.85,1.85,653.5,531.22,506.92,739.4,660.09,Unknown,Other,0.44,8.86
"Boxing, in ring (var 95)",699.1,741.49,862.82,1276.19,2.39,936.26,761.81,770.71,1053.69,1212.93,Unknown,Other,0.61,14.06
Water jogging (var 84),486.46,587.45,662.65,784.25,1.67,645.85,528.84,615.56,587.51,713.12,Unknown,Other,0.37,8.39
"Playing basketball, non game (var 71)",395.62,414.91,490.83,520.08,1.3,494.44,390.97,386.37,504.73,477.76,Unknown,Other,0.26,5.59
"Downhill snow skiing, moderate (var 45)",380.4,485.06,528.88,545.1,1.39,523.98,325.43,449.62,511.39,588.39,Moderate,Other,0.28,6.73
"Golf, general (var 96)",268.39,317.23,362.91,395.0,1.02,328.49,227.15,362.94,391.25,382.07,Unknown,Other,0.18,4.99
"Calisthenics, vigorous, pushups, situps… (var 50)",502.72,616.32,696.29,745.62,1.82,663.25,501.27,611.66,684.56,672.46,High,Strength,0.38,9.54
"Climbing hills, carrying 21 to 42 lb (var 96)",407.78,626.04,645.03,668.0,1.43,646.91,454.43,564.99,558.58,821.74,Unknown,Other,0.42,9.03
"Stationary cycling, light (var 97)",350.42,404.9,514.15,495.93,1.09,404.49,351.35,424.13,384.52,492.13,Low,Cardio,0.27,6.05
Billiards (var 78),129.53,154.75,186.06,216.77,0.53,215.11,165.17,157.82,231.85,241.51,Unknown,Other,0.05,3.08
